length,snr,BER
18,24.05961752,0.002398081535
18,22.60508537,0.01698717949
18,21.95659399,0.01685750636
18,20.380939483642578,0.0429352068696331
18,18.79728198,0.08214624881
27,23.38899851,0.002770083102
27,21.72287226,0.009661835749
27,19.65205789,0.0276816609
27,20.45492649,0.02369542066
27,19.11382198,0.03368794326
27,18.24221015,0.1094326241
45,22.60494,0.0009086188993
45,21.23506,0.001157407407
45,19.06575,0.004524627721
45,18.44627,0.01040433925
45,18.06026,0.0293220339
